transaction_id,date,store_id,product_id,quantity,unit_price,total_amount
117,2025-09-04 19:19:53.927531,7,1025,5,14.8,74.0
118,2025-04-03 19:19:53.927531,7,1534,1,311.04,311.04
119,2025-01-16 19:19:53.927531,6,1652,2,69.99,139.98
120,2025-07-29 19:19:53.927531,10,1473,3,195.5,586.5
121,2025-05-17 19:19:53.927531,9,1386,1,138.07,138.07
122,2024-11-10 19:19:53.927531,9,1284,9,186.97,1682.73
123,2025-04-05 19:19:53.927531,7,1449,9,251.42,2262.78
124,2025-10-01 19:19:53.927531,9,1319,5,186.01,930.05
125,2025-03-23 19:19:53.927531,10,1155,4,280.84,1123.36
126,2025-07-27 19:19:53.927531,3,1470,5,126.94,634.7
127,2025-06-27 19:19:53.927531,3,1419,4,321.33,1285.32
128,2025-02-21 19:19:53.927531,1,1112,5,428.34,2141.7
129,2025-10-31 19:19:53.927531,5,1901,7,119.79,838.53
130,2025-04-01 19:19:53.927531,4,1650,8,258.86,2070.88
131,2025-02-23 19:19:53.927531,2,1421,2,327.86,655.72
132,2024-11-11 19:19:53.927531,9,1885,4,286.67,1146.68
133,2025-01-26 19:19:53.927531,3,1929,8,189.17,1513.36
134,2025-04-12 19:19:53.927531,8,1720,7,324.68,2272.76
135,2025-10-21 19:19:53.927531,6,1834,9,23.84,214.56
136,2024-11-24 19:19:53.927531,5,1875,5,191.25,956.25
137,2025-09-24 19:19:53.927531,1,1941,6,270.98,1625.88
138,2025-05-10 19:19:53.927531,4,1993,8,20.1,160.8
139,2025-09-03 19:19:53.927531,3,1597,5,258.75,1293.75
140,2024-11-18 19:19:53.927531,1,1284,9,330.58,2975.22
141,2025-03-19 19:19:53.927531,5,1571,4,382.01,1528.04
142,2025-03-09 19:19:53.927531,6,1053,8,65.55,524.4
143,2025-09-14 19:19:53.927531,2,1604,3,495.38,1486.14
144,2025-08-01 19:19:53.927531,3,1324,5,307.02,1535.1
145,2025-03-28 19:19:53.927531,6,1969,8,187.96,1503.68
146,2025-03-19 19:19:53.927531,4,1457,7,132.06,924.42
147,2025-03-13 19:19:53.927531,9,1884,1,290.72,290.72
148,2025-06-15 19:19:53.927531,5,1264,4,442.04,1768.16
149,2025-05-18 19:19:53.927531,4,1381,2,265.08,530.16
150,2025-10-07 19:19:53.927531,2,1212,2,334.12,668.24
151,2025-09-30 19:19:53.927531,6,1332,7,185.27,1296.89
152,2025-10-23 19:19:53.927531,10,1009,3,200.19,600.57
153,2025-05-29 19:19:53.927531,2,1357,3,150.23,450.69
154,2024-12-13 19:19:53.927531,7,1202,6,355.76,2134.56
155,2025-05-02 19:19:53.927531,3,1707,6,186.0,1116.0
156,2025-03-07 19:19:53.927531,9,1057,1,103.45,103.45
157,2025-08-11 19:19:53.927531,5,1493,1,191.01,191.01
158,2025-01-25 19:19:53.927531,8,1509,6,428.38,2570.28
159,2025-08-31 19:19:53.927531,6,1767,7,371.74,2602.18
160,2025-05-19 19:19:53.927531,10,1222,9,173.97,1565.73
161,2025-09-21 19:19:53.927531,8,1368,4,454.34,1817.36
162,2025-09-04 19:19:53.927531,3,1691,6,46.67,280.02
163,2025-06-24 19:19:53.927531,3,1417,3,34.38,103.14
164,2025-01-25 19:19:53.927531,5,1873,4,72.46,289.84
165,2025-10-08 19:19:53.927531,10,1546,9,67.06,603.54
166,2025-07-20 19:19:53.927531,3,1870,1,53.04,53.04
167,2025-09-22 19:19:53.927531,8,1102,5,334.06,1670.3
168,2024-11-30 19:19:53.927531,10,1160,7,304.41,2130.87
169,2025-01-23 19:19:53.927531,8,1199,3,327.33,981.99
170,2024-12-09 19:19:53.927531,2,1159,2,347.3,694.6
171,2025-06-30 19:19:53.927531,4,1694,2,380.87,761.74
172,2024-11-22 19:19:53.927531,10,1864,1,111.52,111.52
173,2025-03-19 19:19:53.927531,1,1135,5,314.93,1574.65
174,2025-04-29 19:19:53.927531,4,1941,3,294.22,882.66
175,2025-03-25 19:19:53.927531,4,1397,7,472.39,3306.73
176,2025-01-26 19:19:53.927531,10,1737,1,123.86,123.86
177,2025-07-07 19:19:53.927531,9,1391,9,38.77,348.93
178,2025-07-12 19:19:53.927531,3,1754,2,330.21,660.42
179,2025-03-17 19:19:53.927531,2,1105,8,372.68,2981.44
180,2025-02-19 19:19:53.927531,9,1582,4,148.77,595.08
181,2024-11-11 19:19:53.927531,9,1588,6,289.72,1738.32
182,2025-04-21 19:19:53.927531,1,1053,9,39.17,352.53
183,2025-06-21 19:19:53.927531,6,1276,7,480.42,3362.94
184,2024-12-22 19:19:53.927531,10,1110,8,63.86,510.88
185,2025-05-24 19:19:53.927531,8,1223,7,43.11,301.77
186,2025-03-25 19:19:53.927531,3,1074,2,31.61,63.22
187,2025-01-02 19:19:53.927531,9,1505,9,219.36,1974.24
188,2025-03-16 19:19:53.927531,2,1013,1,57.61,57.61
189,2025-05-17 19:19:53.927531,6,1970,2,374.88,749.76
190,2025-06-06 19:19:53.927531,1,1769,3,450.45,1351.35
191,2024-12-25 19:19:53.927531,7,1481,3,137.51,412.53
192,2025-05-29 19:19:53.927531,3,1188,4,318.1,1272.4
193,2025-08-01 19:19:53.927531,7,1363,5,30.75,153.75
194,2025-03-17 19:19:53.927531,4,1238,6,199.42,1196.52
195,2025-05-09 19:19:53.927531,9,1400,1,153.54,153.54
196,2025-07-15 19:19:53.927531,5,1845,8,122.02,976.16
197,2024-12-22 19:19:53.927531,3,1984,6,325.91,1955.46
198,2025-09-14 19:19:53.927531,8,1303,9,73.81,664.29
199,2025-02-10 19:19:53.927531,6,1090,5,431.75,2158.75
200,2025-01-14 19:19:53.927531,2,1391,7,335.77,2350.39
201,2025-07-15 19:19:53.927531,3,1183,4,358.26,1433.04
202,2025-07-27 19:19:53.927531,8,1016,6,468.32,2809.92
203,2025-07-15 19:19:53.927531,10,1964,6,471.76,2830.56
204,2025-08-16 19:19:53.927531,7,1011,4,280.31,1121.24
205,2025-05-02 19:19:53.927531,10,1165,6,252.74,1516.44
206,2025-07-15 19:19:53.927531,6,1145,8,174.34,1394.72
207,2025-11-03 19:19:53.927531,1,1281,5,360.63,1803.15
208,2025-06-28 19:19:53.927531,9,1990,2,273.72,547.44
209,2025-03-30 19:19:53.927531,3,1548,9,467.11,4203.99
210,2025-09-12 19:19:53.927531,5,1581,4,126.93,507.72
211,2024-11-27 19:19:53.927531,7,1168,4,162.02,648.08
212,2025-03-26 19:19:53.927531,7,1846,7,164.88,1154.16
213,2025-03-25 19:19:53.927531,3,1169,6,404.94,2429.64
214,2025-07-02 19:19:53.927531,4,1764,4,58.53,234.12
215,2025-06-28 19:19:53.927531,10,1345,6,233.27,1399.62
216,2025-09-13 19:19:53.927531,7,1498,3,219.51,658.53
217,2025-05-17 19:19:53.927531,8,1459,7,45.84,320.88
218,2025-04-01 19:19:53.927531,2,1296,6,211.29,1267.74
219,2025-05-29 19:19:53.927531,9,1942,3,261.56,784.68
220,2025-04-21 19:19:53.927531,7,1141,1,41.9,41.9
221,2025-03-03 19:19:53.927531,8,1896,5,259.83,1299.15
222,2024-12-16 19:19:53.927531,6,1784,2,480.03,960.06
223,2025-04-16 19:19:53.927531,6,1736,7,489.67,3427.69
224,2025-05-05 19:19:53.927531,9,1694,7,270.52,1893.64
225,2025-07-05 19:19:53.927531,4,1732,4,262.4,1049.6
226,2025-02-23 19:19:53.927531,5,1052,6,149.9,899.4
227,2025-01-15 19:19:53.927531,9,1117,1,498.59,498.59
228,2025-01-29 19:19:53.927531,1,1364,2,144.37,288.74
229,2024-12-15 19:19:53.927531,4,1670,6,231.92,1391.52
230,2025-07-30 19:19:53.927531,7,1957,2,11.44,22.88
231,2025-04-21 19:19:53.927531,9,1135,4,181.12,724.48
232,2025-03-10 19:19:53.927531,10,1413,4,45.01,180.04
233,2025-06-14 19:19:53.927531,6,1076,9,374.47,3370.23
234,2025-07-31 19:19:53.927531,8,1847,7,284.9,1994.3
235,2025-04-18 19:19:53.927531,9,1961,7,290.36,2032.52
236,2025-07-04 19:19:53.927531,10,1556,1,150.39,150.39
237,2025-05-02 19:19:53.927531,4,1017,5,409.3,2046.5
238,2024-12-14 19:19:53.927531,1,1866,3,11.6,34.8
239,2024-11-21 19:19:53.927531,8,1940,3,173.46,520.38
240,2025-02-19 19:19:53.927531,2,1402,6,333.15,1998.9
241,2025-06-10 19:19:53.927531,1,1204,4,454.88,1819.52
242,2025-02-26 19:19:53.927531,7,1498,8,124.96,999.68
243,2024-11-24 19:19:53.927531,10,1323,4,275.14,1100.56
244,2025-06-11 19:19:53.927531,9,1594,8,273.62,2188.96
245,2025-06-10 19:19:53.927531,9,1561,4,438.35,1753.4
246,2024-11-18 19:19:53.927531,3,1280,3,34.75,104.25
247,2025-04-20 19:19:53.927531,6,1165,5,217.99,1089.95
248,2025-01-01 19:19:53.927531,7,1242,5,99.41,497.05
249,2025-06-30 19:19:53.927531,10,1888,1,20.55,20.55
250,2025-09-27 19:19:53.927531,9,1478,8,82.05,656.4
251,2024-12-02 19:19:53.927531,2,1163,8,488.47,3907.76
252,2024-11-10 19:19:53.927531,8,1323,8,115.28,922.24
253,2025-06-29 19:19:53.927531,7,1567,4,468.17,1872.68
254,2025-02-11 19:19:53.927531,4,1550,9,110.57,995.13
255,2025-06-07 19:19:53.927531,2,1830,3,466.33,1398.99
256,2025-01-11 19:19:53.927531,8,1639,7,330.76,2315.32
257,2025-07-29 19:19:53.927531,5,1902,6,65.48,392.88
258,2025-02-15 19:19:53.927531,6,1633,9,295.14,2656.26
259,2025-02-26 19:19:53.927531,7,1758,4,166.07,664.28
260,2025-06-14 19:19:53.927531,10,1697,4,197.75,791.0
261,2024-11-24 19:19:53.927531,1,1207,6,225.68,1354.08
262,2025-07-16 19:19:53.927531,8,1314,8,217.13,1737.04
263,2025-09-06 19:19:53.927531,4,1303,3,335.41,1006.23
264,2025-11-03 19:19:53.927531,9,1900,8,386.5,3092.0
265,2025-01-05 19:19:53.927531,1,1238,8,171.3,1370.4
266,2025-02-24 19:19:53.927531,2,1726,7,462.94,3240.58
267,2025-06-18 19:19:53.927531,6,1803,7,469.85,3288.95
268,2025-09-29 19:19:53.927531,10,1223,5,29.94,149.7
269,2025-05-29 19:19:53.927531,1,1087,2,17.31,34.62
270,2025-10-27 19:19:53.927531,4,1536,2,218.28,436.56
271,2025-03-17 19:19:53.927531,8,1428,8,299.42,2395.36
272,2025-07-29 19:19:53.927531,10,1219,6,146.17,877.02
273,2025-06-11 19:19:53.927531,5,1274,8,137.11,1096.88
274,2025-01-05 19:19:53.927531,9,1646,3,342.38,1027.14
275,2025-04-11 19:19:53.927531,6,1953,1,304.84,304.84
276,2025-06-27 19:19:53.927531,1,1744,6,91.9,551.4
277,2025-06-06 19:19:53.927531,6,1976,2,443.41,886.82
278,2025-09-12 19:19:53.927531,6,1065,9,343.19,3088.71
279,2025-07-08 19:19:53.927531,6,1591,5,187.66,938.3
280,2025-05-28 19:19:53.927531,8,1422,5,344.98,1724.9
281,2025-07-12 19:19:53.927531,6,1254,8,65.2,521.6
282,2025-08-22 19:19:53.927531,5,1124,6,239.45,1436.7
283,2025-07-15 19:19:53.927531,2,1145,3,92.8,278.4
284,2025-07-24 19:19:53.927531,4,1614,9,30.3,272.7
285,2024-11-30 19:19:53.927531,10,1384,4,175.78,703.12
286,2025-02-24 19:19:53.927531,5,1446,4,83.86,335.44
287,2025-03-23 19:19:53.927531,10,1386,2,320.42,640.84
288,2025-07-16 19:19:53.927531,4,1382,3,340.29,1020.87
289,2025-07-29 19:19:53.927531,2,1276,4,82.86,331.44
290,2025-06-05 19:19:53.927531,7,1381,7,22.06,154.42
291,2024-11-21 19:19:53.927531,10,1123,3,398.48,1195.44
292,2024-12-02 19:19:53.927531,10,1925,8,11.01,88.08
293,2025-04-25 19:19:53.927531,2,1266,8,178.52,1428.16
294,2024-12-30 19:19:53.927531,1,1789,2,252.35,504.7
295,2025-05-26 19:19:53.927531,5,1110,4,411.13,1644.52
296,2025-04-11 19:19:53.927531,1,1380,8,420.89,3367.12
297,2025-05-20 19:19:53.927531,1,1824,1,365.22,365.22
298,2025-05-28 19:19:53.927531,1,1600,1,131.13,131.13
299,2025-08-29 19:19:53.927531,6,1898,4,362.89,1451.56
300,2025-01-20 19:19:53.927531,9,1157,2,130.8,261.6
301,2025-02-01 19:19:53.927531,10,1727,1,115.16,115.16
302,2025-01-05 19:19:53.927531,1,1895,8,278.09,2224.72
303,2025-06-23 19:19:53.927531,5,1812,2,342.64,685.28
304,2025-04-24 19:19:53.927531,9,1547,4,36.0,144.0
305,2025-06-30 19:19:53.927531,9,1598,3,39.41,118.23
306,2025-10-03 19:19:53.927531,1,1117,2,394.24,788.48
307,2025-05-13 19:19:53.927531,8,1327,8,431.15,3449.2
308,2025-10-14 19:19:53.927531,1,1959,3,306.18,918.54
309,2025-03-12 19:19:53.927531,8,1693,9,220.13,1981.17
310,2025-05-31 19:19:53.927531,1,1067,5,424.21,2121.05
311,2025-09-28 19:19:53.927531,5,1433,9,367.12,3304.08
312,2025-03-20 19:19:53.927531,8,1358,3,294.0,882.0
313,2024-11-05 19:19:53.927531,6,1670,5,166.68,833.4
314,2025-09-15 19:19:53.927531,9,1796,6,107.02,642.12
315,2025-02-14 19:19:53.927531,1,1442,9,215.15,1936.35
316,2025-01-26 19:19:53.927531,9,1163,8,150.54,1204.32
317,2025-10-09 19:19:53.927531,1,1972,2,176.24,352.48
318,2025-03-24 19:19:53.927531,10,1360,2,262.66,525.32
319,2025-02-01 19:19:53.927531,10,1584,5,92.86,464.3
320,2025-01-23 19:19:53.927531,3,1118,5,405.03,2025.15
321,2025-07-31 19:19:53.927531,1,1852,5,81.31,406.55
322,2025-01-25 19:19:53.927531,3,1194,4,245.69,982.76
323,2024-12-23 19:19:53.927531,2,1600,8,375.53,3004.24
324,2025-01-05 19:19:53.927531,2,1856,5,247.66,1238.3
325,2025-06-11 19:19:53.927531,9,1587,1,186.9,186.9
326,2025-11-01 19:19:53.927531,8,1732,5,242.7,1213.5
327,2025-10-01 19:19:53.927531,1,1650,1,425.85,425.85
328,2025-04-27 19:19:53.927531,4,1883,4,495.31,1981.24
329,2025-09-17 19:19:53.927531,1,1906,1,319.26,319.26
330,2025-10-19 19:19:53.927531,1,1240,6,398.79,2392.74
331,2025-05-17 19:19:53.927531,4,1508,6,17.1,102.6
332,2025-03-30 19:19:53.927531,2,1665,1,441.38,441.38
333,2025-05-31 19:19:53.927531,3,1564,8,477.48,3819.84
334,2025-09-20 19:19:53.927531,9,1141,4,291.83,1167.32
335,2025-10-30 19:19:53.927531,2,1831,2,379.36,758.72
336,2025-07-29 19:19:53.927531,4,1975,1,261.24,261.24
337,2025-03-17 19:19:53.927531,1,1905,3,150.24,450.72
338,2025-09-29 19:19:53.927531,2,1030,7,427.6,2993.2
339,2025-01-29 19:19:53.927531,5,1222,8,302.45,2419.6
340,2024-11-21 19:19:53.927531,10,1803,5,293.9,1469.5
341,2025-01-07 19:19:53.927531,1,1265,7,332.97,2330.79
342,2025-05-08 19:19:53.927531,7,1281,2,429.44,858.88
343,2025-08-02 19:19:53.927531,4,1787,4,368.63,1474.52
344,2025-07-29 19:19:53.927531,6,1380,6,113.45,680.7
345,2025-05-01 19:19:53.927531,8,1555,5,238.74,1193.7
346,2025-07-12 19:19:53.927531,6,1061,6,490.35,2942.1
347,2025-04-28 19:19:53.927531,2,1712,2,281.73,563.46
348,2025-02-25 19:19:53.927531,1,1846,7,469.74,3288.18
349,2025-05-28 19:19:53.927531,8,1520,8,408.55,3268.4
350,2025-02-22 19:19:53.927531,8,1070,9,336.35,3027.15
351,2024-12-17 19:19:53.927531,9,1601,6,181.19,1087.14
352,2025-06-30 19:19:53.927531,6,1535,7,159.12,1113.84
353,2025-10-18 19:19:53.927531,1,1139,1,325.28,325.28
354,2025-01-28 19:19:53.927531,9,1315,9,221.96,1997.64
355,2025-03-27 19:19:53.927531,3,1339,6,401.39,2408.34
356,2025-09-12 19:19:53.927531,6,1887,4,382.62,1530.48
357,2025-09-08 19:19:53.927531,10,1589,9,162.94,1466.46
358,2024-12-17 19:19:53.927531,10,1725,1,354.34,354.34
359,2024-11-10 19:19:53.927531,9,1527,2,252.33,504.66
360,2025-05-15 19:19:53.927531,3,1540,3,168.41,505.23
361,2025-01-29 19:19:53.927531,5,1415,1,212.35,212.35
362,2025-07-14 19:19:53.927531,5,1466,2,448.72,897.44
363,2025-01-21 19:19:53.927531,10,1374,2,186.16,372.32
364,2024-11-28 19:19:53.927531,7,1290,7,150.83,1055.81
365,2025-06-07 19:19:53.927531,4,1042,6,182.39,1094.34
366,2025-07-01 19:19:53.927531,4,1863,9,115.16,1036.44
367,2025-06-03 19:19:53.927531,7,1886,5,276.87,1384.35
368,2025-02-05 19:19:53.927531,9,1052,9,82.24,740.16
369,2025-07-24 19:19:53.927531,4,1787,9,410.55,3694.95
370,2025-01-10 19:19:53.927531,4,1882,2,120.53,241.06
371,2025-03-04 19:19:53.927531,6,1231,9,303.05,2727.45
372,2025-05-13 19:19:53.927531,6,1211,3,71.26,213.78
373,2025-09-27 19:19:53.927531,7,1007,3,489.44,1468.32
374,2025-05-19 19:19:53.927531,1,1633,9,232.74,2094.66
375,2025-03-03 19:19:53.927531,3,1482,7,412.86,2890.02
376,2025-10-10 19:19:53.927531,9,1041,8,386.64,3093.12
377,2024-11-15 19:19:53.927531,6,1332,7,359.71,2517.97
378,2025-01-03 19:19:53.927531,6,1232,9,415.41,3738.69
379,2025-10-23 19:19:53.927531,5,1069,8,59.23,473.84
380,2024-12-24 19:19:53.927531,3,1878,4,342.46,1369.84
381,2024-12-27 19:19:53.927531,5,1015,2,140.26,280.52
382,2025-09-30 19:19:53.927531,1,1068,5,395.08,1975.4
383,2025-05-16 19:19:53.927531,3,1052,2,478.87,957.74
384,2025-10-16 19:19:53.927531,4,1684,4,451.73,1806.92
385,2024-12-19 19:19:53.927531,5,1946,2,66.33,132.66
386,2025-02-14 19:19:53.927531,10,1993,5,191.08,955.4
387,2025-06-16 19:19:53.927531,9,1773,6,188.52,1131.12
388,2025-06-15 19:19:53.927531,4,1378,1,69.93,69.93
389,2025-08-05 19:19:53.927531,3,1800,8,58.08,464.64
390,2024-11-16 19:19:53.927531,10,1462,2,198.6,397.2
391,2024-12-18 19:19:53.927531,1,1526,5,496.12,2480.6
392,2025-01-21 19:19:53.927531,10,1781,8,288.78,2310.24
393,2025-04-04 19:19:53.927531,6,1678,5,314.67,1573.35
394,2024-11-28 19:19:53.927531,7,1062,3,240.8,722.4
395,2025-09-15 19:19:53.927531,10,1260,6,334.54,2007.24
396,2025-06-05 19:19:53.927531,8,1499,1,478.76,478.76
397,2025-05-03 19:19:53.927531,1,1120,1,298.46,298.46
398,2025-09-03 19:19:53.927531,4,1857,8,41.87,334.96
399,2025-04-29 19:19:53.927531,5,1239,7,251.52,1760.64
400,2025-07-03 19:19:53.927531,2,1464,3,496.45,1489.35
401,2025-06-08 19:19:53.927531,1,1106,8,199.83,1598.64
402,2024-12-26 19:19:53.927531,8,1179,8,301.0,2408.0
403,2025-09-08 19:19:53.927531,6,1015,1,62.25,62.25
404,2024-11-28 19:19:53.927531,5,1354,7,79.18,554.26
405,2025-01-04 19:19:53.927531,9,1933,2,438.59,877.18
406,2025-05-09 19:19:53.927531,2,1308,2,157.17,314.34
407,2025-05-19 19:19:53.927531,10,1726,2,159.67,319.34
408,2024-12-14 19:19:53.927531,8,1588,5,199.73,998.65
409,2025-02-07 19:19:53.927531,10,1736,7,483.57,3384.99
410,2025-09-12 19:19:53.927531,9,1604,4,51.35,205.4
411,2025-07-27 19:19:53.927531,1,1180,4,411.19,1644.76
412,2025-02-14 19:19:53.927531,7,1173,9,177.36,1596.24
413,2025-09-13 19:19:53.927531,8,1353,9,426.24,3836.16
414,2025-09-06 19:19:53.927531,3,1353,7,495.96,3471.72
415,2025-07-20 19:19:53.927531,4,1218,4,180.85,723.4
416,2025-10-31 19:19:53.927531,3,1654,8,73.38,587.04
