customer_id,name,age,gender,city,signup_date,loyalty_tier
73,Customer_73,37,M,Los Angeles,2024-07-18 19:19:54.011793,Bronze
74,Customer_74,45,F,Phoenix,2024-09-18 19:19:54.011793,Bronze
75,Customer_75,64,F,Phoenix,2023-12-29 19:19:54.011793,Bronze
76,Customer_76,77,F,Houston,2024-09-04 19:19:54.011793,Silver
77,Customer_77,24,F,Los Angeles,2023-07-05 19:19:54.011793,Bronze
78,Customer_78,61,F,Phoenix,2024-10-30 19:19:54.011793,Silver
79,Customer_79,78,M,Los Angeles,2023-07-27 19:19:54.011793,Bronze
80,Customer_80,25,M,Los Angeles,2024-01-11 19:19:54.011793,Bronze
81,Customer_81,64,M,Houston,2023-03-14 19:19:54.011793,Silver
82,Customer_82,52,M,Houston,2025-01-19 19:19:54.011793,Gold
83,Customer_83,31,M,New York,2024-08-30 19:19:54.011793,Gold
84,Customer_84,34,F,Phoenix,2025-02-10 19:19:54.011793,Silver
85,Customer_85,53,F,Phoenix,2025-06-07 19:19:54.011793,Silver
86,Customer_86,67,F,Phoenix,2023-11-17 19:19:54.011793,Gold
87,Customer_87,57,F,Chicago,2025-02-23 19:19:54.011793,Gold
88,Customer_88,21,M,Los Angeles,2024-11-17 19:19:54.011793,Gold
89,Customer_89,19,M,Houston,2024-10-24 19:19:54.011793,Silver
90,Customer_90,79,M,Phoenix,2024-01-22 19:19:54.011793,Bronze
91,Customer_91,23,F,New York,2023-07-04 19:19:54.011793,Silver
92,Customer_92,71,M,Phoenix,2024-11-12 19:19:54.011793,Gold
93,Customer_93,59,F,Los Angeles,2024-03-07 19:19:54.011793,Bronze
94,Customer_94,21,M,Los Angeles,2023-04-09 19:19:54.011793,Silver
95,Customer_95,71,M,Houston,2024-10-31 19:19:54.011793,Gold
96,Customer_96,46,F,Chicago,2025-03-23 19:19:54.011793,Silver
97,Customer_97,35,M,Houston,2023-12-01 19:19:54.011793,Bronze
98,Customer_98,43,M,Phoenix,2025-01-06 19:19:54.011793,Gold
99,Customer_99,61,F,New York,2023-08-02 19:19:54.011793,Silver
100,Customer_100,51,M,Houston,2024-10-12 19:19:54.011793,Bronze
101,Customer_101,27,F,Chicago,2024-10-24 19:19:54.011793,Bronze
102,Customer_102,79,M,Houston,2023-03-08 19:19:54.011793,Silver
103,Customer_103,53,M,Los Angeles,2025-07-10 19:19:54.011793,Bronze
104,Customer_104,31,M,Phoenix,2025-10-31 19:19:54.011793,Gold
105,Customer_105,48,M,Phoenix,2024-08-18 19:19:54.011793,Bronze
106,Customer_106,65,M,Phoenix,2024-11-18 19:19:54.011793,Silver
107,Customer_107,32,M,Phoenix,2023-10-12 19:19:54.011793,Gold
108,Customer_108,25,M,Phoenix,2024-05-21 19:19:54.011793,Bronze
109,Customer_109,31,M,Phoenix,2024-01-11 19:19:54.011793,Bronze
110,Customer_110,40,F,New York,2024-02-04 19:19:54.011793,Gold
111,Customer_111,77,F,Chicago,2025-07-04 19:19:54.011793,Gold
112,Customer_112,74,M,Phoenix,2024-01-17 19:19:54.011793,Bronze
113,Customer_113,79,M,Chicago,2025-02-01 19:19:54.011793,Gold
114,Customer_114,57,F,Phoenix,2023-08-06 19:19:54.011793,Silver
115,Customer_115,38,M,Houston,2024-10-07 19:19:54.011793,Bronze
116,Customer_116,33,M,Phoenix,2024-01-11 19:19:54.011793,Silver
117,Customer_117,62,F,Los Angeles,2024-11-10 19:19:54.011793,Bronze
118,Customer_118,35,M,New York,2024-02-21 19:19:54.011793,Silver
119,Customer_119,64,M,Houston,2024-07-24 19:19:54.011793,Silver
120,Customer_120,70,F,Houston,2023-02-24 19:19:54.011793,Gold
121,Customer_121,41,M,Los Angeles,2024-02-16 19:19:54.011793,Bronze
122,Customer_122,43,M,Phoenix,2023-12-06 19:19:54.011793,Gold
123,Customer_123,42,F,New York,2025-09-09 19:19:54.011793,Gold
124,Customer_124,77,M,Houston,2025-02-27 19:19:54.011793,Bronze
125,Customer_125,77,F,New York,2023-05-24 19:19:54.011793,Silver
126,Customer_126,77,M,Houston,2023-05-01 19:19:54.011793,Bronze
127,Customer_127,62,M,Phoenix,2025-06-08 19:19:54.011793,Bronze
128,Customer_128,58,F,Houston,2024-08-10 19:19:54.011793,Bronze
129,Customer_129,46,F,Houston,2025-05-27 19:19:54.011793,Gold
130,Customer_130,32,M,Chicago,2025-07-08 19:19:54.011793,Bronze
131,Customer_131,62,F,Phoenix,2024-04-02 19:19:54.011793,Bronze
132,Customer_132,18,F,Los Angeles,2023-04-26 19:19:54.011793,Bronze
133,Customer_133,42,M,Los Angeles,2024-11-19 19:19:54.011793,Silver
134,Customer_134,24,M,Phoenix,2025-07-29 19:19:54.011793,Silver
135,Customer_135,26,M,Los Angeles,2025-05-22 19:19:54.011793,Silver
136,Customer_136,41,F,Phoenix,2023-08-18 19:19:54.011793,Silver
137,Customer_137,18,F,Los Angeles,2024-01-12 19:19:54.011793,Gold
138,Customer_138,61,F,Chicago,2023-07-21 19:19:54.011793,Gold
139,Customer_139,25,F,Los Angeles,2023-03-05 19:19:54.011793,Bronze
140,Customer_140,41,M,Houston,2024-06-09 19:19:54.011793,Gold
141,Customer_141,28,F,Phoenix,2024-01-11 19:19:54.011793,Silver
142,Customer_142,68,M,New York,2024-09-30 19:19:54.011793,Bronze
143,Customer_143,34,F,New York,2024-11-05 19:19:54.011793,Bronze
144,Customer_144,25,M,Phoenix,2024-04-07 19:19:54.011793,Silver
145,Customer_145,52,M,Chicago,2024-12-14 19:19:54.011793,Silver
146,Customer_146,52,M,Los Angeles,2024-04-03 19:19:54.011793,Silver
147,Customer_147,50,F,Chicago,2024-02-11 19:19:54.011793,Gold
148,Customer_148,76,M,New York,2024-02-23 19:19:54.011793,Bronze
149,Customer_149,22,M,Phoenix,2023-07-31 19:19:54.011793,Silver
150,Customer_150,59,F,Phoenix,2025-03-03 19:19:54.011793,Bronze
151,Customer_151,56,M,Chicago,2024-08-28 19:19:54.011793,Bronze
152,Customer_152,75,F,Chicago,2025-08-04 19:19:54.011793,Gold
153,Customer_153,58,F,Los Angeles,2025-02-10 19:19:54.011793,Bronze
154,Customer_154,45,M,Houston,2024-02-29 19:19:54.011793,Silver
155,Customer_155,24,M,Houston,2023-04-07 19:19:54.011793,Silver
156,Customer_156,26,F,Los Angeles,2023-03-18 19:19:54.011793,Bronze
157,Customer_157,25,M,Houston,2024-02-20 19:19:54.011793,Bronze
158,Customer_158,29,F,New York,2024-12-19 19:19:54.011793,Gold
159,Customer_159,51,F,Houston,2023-04-27 19:19:54.011793,Silver
160,Customer_160,50,F,Los Angeles,2023-08-12 19:19:54.011793,Silver
161,Customer_161,65,M,Houston,2023-07-03 19:19:54.011793,Bronze
162,Customer_162,72,F,Phoenix,2025-09-04 19:19:54.011793,Bronze
163,Customer_163,40,M,Chicago,2025-01-09 19:19:54.011793,Bronze
164,Customer_164,79,M,New York,2024-09-28 19:19:54.011793,Silver
165,Customer_165,41,M,Phoenix,2023-03-26 19:19:54.011793,Bronze
166,Customer_166,54,M,Phoenix,2024-01-27 19:19:54.011793,Gold
167,Customer_167,52,F,Los Angeles,2024-04-17 19:19:54.011793,Gold
168,Customer_168,61,M,Chicago,2024-02-24 19:19:54.011793,Bronze
169,Customer_169,57,F,Chicago,2025-01-06 19:19:54.011793,Gold
170,Customer_170,39,F,New York,2023-09-27 19:19:54.011793,Gold
171,Customer_171,44,M,Los Angeles,2025-02-25 19:19:54.011793,Gold
172,Customer_172,52,F,New York,2023-11-02 19:19:54.011793,Gold
173,Customer_173,18,F,Houston,2024-07-15 19:19:54.011793,Gold
174,Customer_174,52,M,Phoenix,2024-11-01 19:19:54.011793,Silver
175,Customer_175,54,F,New York,2023-12-27 19:19:54.011793,Bronze
176,Customer_176,64,F,Phoenix,2023-04-09 19:19:54.011793,Gold
177,Customer_177,31,F,Los Angeles,2025-05-29 19:19:54.011793,Bronze
178,Customer_178,20,F,Houston,2023-03-20 19:19:54.011793,Gold
179,Customer_179,18,M,Los Angeles,2025-05-23 19:19:54.011793,Silver
180,Customer_180,22,F,Houston,2025-04-14 19:19:54.011793,Silver
181,Customer_181,43,F,Houston,2025-02-11 19:19:54.011793,Gold
182,Customer_182,72,F,Phoenix,2025-06-20 19:19:54.011793,Gold
183,Customer_183,31,F,Los Angeles,2024-11-02 19:19:54.011793,Gold
184,Customer_184,56,M,Los Angeles,2024-08-19 19:19:54.011793,Silver
185,Customer_185,44,F,New York,2023-07-01 19:19:54.011793,Silver
186,Customer_186,26,M,Los Angeles,2023-10-07 19:19:54.011793,Bronze
187,Customer_187,32,F,New York,2024-04-17 19:19:54.011793,Silver
188,Customer_188,32,M,Chicago,2023-05-04 19:19:54.011793,Gold
189,Customer_189,43,M,Chicago,2023-11-15 19:19:54.011793,Bronze
190,Customer_190,59,M,Chicago,2025-10-19 19:19:54.011793,Silver
191,Customer_191,77,M,Los Angeles,2025-08-29 19:19:54.011793,Silver
192,Customer_192,30,M,Los Angeles,2025-06-25 19:19:54.011793,Gold
193,Customer_193,68,F,New York,2023-12-06 19:19:54.011793,Bronze
194,Customer_194,49,F,Houston,2023-05-01 19:19:54.011793,Silver
195,Customer_195,56,F,New York,2024-09-01 19:19:54.011793,Silver
196,Customer_196,66,M,Chicago,2025-01-01 19:19:54.011793,Gold
197,Customer_197,69,F,New York,2024-01-25 19:19:54.011793,Bronze
198,Customer_198,78,M,Houston,2025-05-15 19:19:54.011793,Bronze
199,Customer_199,49,M,Los Angeles,2024-09-19 19:19:54.011793,Bronze
200,Customer_200,21,F,New York,2025-07-31 19:19:54.011793,Bronze
201,Customer_201,47,F,Chicago,2023-12-23 19:19:54.011793,Gold
202,Customer_202,54,M,Chicago,2025-06-04 19:19:54.011793,Silver
203,Customer_203,40,M,Los Angeles,2023-12-11 19:19:54.011793,Silver
204,Customer_204,56,F,New York,2025-03-08 19:19:54.011793,Bronze
205,Customer_205,62,F,Houston,2025-01-05 19:19:54.011793,Bronze
206,Customer_206,32,F,Los Angeles,2025-01-24 19:19:54.011793,Bronze
207,Customer_207,60,F,New York,2025-10-09 19:19:54.011793,Silver
208,Customer_208,46,M,Phoenix,2024-09-29 19:19:54.011793,Silver
209,Customer_209,53,F,Chicago,2024-11-10 19:19:54.011793,Bronze
210,Customer_210,30,F,Houston,2025-09-06 19:19:54.011793,Gold
211,Customer_211,49,F,Houston,2025-04-17 19:19:54.011793,Silver
212,Customer_212,24,M,Houston,2023-10-05 19:19:54.011793,Silver
213,Customer_213,76,M,Chicago,2023-06-15 19:19:54.011793,Bronze
214,Customer_214,68,M,New York,2024-04-03 19:19:54.011793,Gold
215,Customer_215,39,M,Los Angeles,2023-03-11 19:19:54.011793,Bronze
216,Customer_216,45,F,New York,2024-10-31 19:19:54.011793,Bronze
217,Customer_217,19,M,Los Angeles,2024-05-21 19:19:54.011793,Gold
218,Customer_218,59,F,Houston,2025-06-06 19:19:54.011793,Gold
219,Customer_219,62,F,New York,2025-07-26 19:19:54.011793,Gold
220,Customer_220,79,F,Houston,2023-05-21 19:19:54.011793,Silver
221,Customer_221,74,F,Phoenix,2023-02-09 19:19:54.011793,Bronze
222,Customer_222,70,M,Houston,2024-03-08 19:19:54.011793,Silver
223,Customer_223,23,M,Houston,2024-08-16 19:19:54.011793,Gold
224,Customer_224,45,M,Los Angeles,2023-06-16 19:19:54.011793,Silver
225,Customer_225,45,F,Phoenix,2025-03-21 19:19:54.011793,Gold
226,Customer_226,61,F,Houston,2025-07-03 19:19:54.011793,Gold
227,Customer_227,61,F,Houston,2023-09-27 19:19:54.011793,Bronze
228,Customer_228,37,F,Phoenix,2023-07-25 19:19:54.011793,Bronze
229,Customer_229,47,F,Phoenix,2023-02-10 19:19:54.012791,Bronze
230,Customer_230,79,M,New York,2023-06-08 19:19:54.012791,Silver
231,Customer_231,28,F,Los Angeles,2023-04-12 19:19:54.012791,Bronze
232,Customer_232,75,M,Phoenix,2025-03-14 19:19:54.012791,Gold
233,Customer_233,72,F,Phoenix,2025-05-27 19:19:54.012791,Bronze
234,Customer_234,45,F,Chicago,2024-04-30 19:19:54.012791,Silver
235,Customer_235,42,M,Phoenix,2023-09-09 19:19:54.012791,Bronze
236,Customer_236,56,M,Los Angeles,2024-11-17 19:19:54.012791,Bronze
237,Customer_237,79,F,Houston,2025-08-29 19:19:54.012791,Bronze
238,Customer_238,50,F,Houston,2025-05-16 19:19:54.012791,Silver
239,Customer_239,18,F,Houston,2023-07-16 19:19:54.012791,Gold
240,Customer_240,74,F,Houston,2024-02-07 19:19:54.012791,Gold
241,Customer_241,44,M,Chicago,2023-12-24 19:19:54.012791,Gold
242,Customer_242,79,F,Phoenix,2024-04-25 19:19:54.012791,Bronze
243,Customer_243,74,M,Houston,2025-02-17 19:19:54.012791,Bronze
244,Customer_244,69,F,New York,2025-04-02 19:19:54.012791,Silver
245,Customer_245,30,M,Houston,2023-08-11 19:19:54.012791,Gold
246,Customer_246,58,M,Phoenix,2025-07-04 19:19:54.012791,Bronze
247,Customer_247,20,F,Houston,2023-08-23 19:19:54.012791,Bronze
248,Customer_248,56,M,Chicago,2025-05-27 19:19:54.012791,Bronze
249,Customer_249,23,F,Los Angeles,2025-04-18 19:19:54.012791,Silver
250,Customer_250,25,M,Los Angeles,2024-08-08 19:19:54.012791,Gold
251,Customer_251,44,F,Phoenix,2024-09-29 19:19:54.012791,Silver
252,Customer_252,26,M,Los Angeles,2024-07-31 19:19:54.012791,Gold
253,Customer_253,79,F,Los Angeles,2025-02-03 19:19:54.012791,Gold
254,Customer_254,54,F,New York,2025-04-13 19:19:54.012791,Bronze
255,Customer_255,50,M,Phoenix,2025-09-26 19:19:54.012791,Bronze
256,Customer_256,68,M,Phoenix,2025-02-05 19:19:54.012791,Bronze
257,Customer_257,59,M,Los Angeles,2023-12-06 19:19:54.012791,Bronze
258,Customer_258,61,M,Los Angeles,2023-06-22 19:19:54.012791,Bronze
259,Customer_259,41,F,Los Angeles,2025-08-04 19:19:54.012791,Gold
260,Customer_260,32,M,Chicago,2025-09-24 19:19:54.012791,Bronze
261,Customer_261,76,F,Houston,2024-07-28 19:19:54.012791,Bronze
262,Customer_262,71,M,Chicago,2024-10-22 19:19:54.012791,Silver
263,Customer_263,49,F,Phoenix,2025-07-21 19:19:54.012791,Silver
264,Customer_264,49,F,New York,2024-12-12 19:19:54.012791,Gold
265,Customer_265,41,F,Houston,2025-09-01 19:19:54.012791,Gold
266,Customer_266,58,F,New York,2024-11-05 19:19:54.012791,Silver
267,Customer_267,69,M,Phoenix,2023-08-07 19:19:54.012791,Silver
268,Customer_268,66,M,Phoenix,2024-07-09 19:19:54.012791,Bronze
269,Customer_269,79,F,New York,2024-01-28 19:19:54.012791,Bronze
270,Customer_270,66,M,New York,2023-05-19 19:19:54.012791,Gold
271,Customer_271,75,M,New York,2025-10-12 19:19:54.012791,Silver
272,Customer_272,69,F,Phoenix,2024-05-14 19:19:54.012791,Gold
273,Customer_273,29,M,Los Angeles,2025-09-04 19:19:54.012791,Bronze
274,Customer_274,79,M,New York,2024-07-02 19:19:54.012791,Gold
275,Customer_275,56,M,Houston,2025-02-05 19:19:54.012791,Gold
276,Customer_276,19,F,Phoenix,2025-03-21 19:19:54.012791,Gold
277,Customer_277,20,M,Chicago,2025-10-16 19:19:54.012791,Bronze
278,Customer_278,66,F,Chicago,2025-11-02 19:19:54.012791,Gold
279,Customer_279,54,M,Houston,2024-09-10 19:19:54.012791,Bronze
280,Customer_280,66,M,Los Angeles,2023-11-06 19:19:54.012791,Silver
281,Customer_281,73,M,New York,2023-05-09 19:19:54.012791,Gold
282,Customer_282,34,F,Phoenix,2025-01-02 19:19:54.012791,Gold
283,Customer_283,76,F,New York,2024-08-30 19:19:54.012791,Bronze
284,Customer_284,66,M,Phoenix,2025-06-22 19:19:54.012791,Gold
285,Customer_285,19,F,Chicago,2023-05-11 19:19:54.012791,Bronze
286,Customer_286,19,M,New York,2023-04-06 19:19:54.012791,Gold
287,Customer_287,45,F,Houston,2024-06-08 19:19:54.012791,Silver
288,Customer_288,71,F,Los Angeles,2025-04-26 19:19:54.012791,Silver
289,Customer_289,40,M,Houston,2024-03-30 19:19:54.012791,Silver
290,Customer_290,54,M,Los Angeles,2024-09-16 19:19:54.012791,Gold
291,Customer_291,49,M,New York,2023-06-16 19:19:54.012791,Gold
292,Customer_292,50,M,New York,2025-07-10 19:19:54.012791,Silver
293,Customer_293,18,F,Los Angeles,2024-01-09 19:19:54.012791,Silver
294,Customer_294,36,F,Chicago,2025-04-10 19:19:54.012791,Bronze
295,Customer_295,79,F,Phoenix,2023-03-29 19:19:54.012791,Bronze
296,Customer_296,19,M,Houston,2025-10-02 19:19:54.012791,Silver
297,Customer_297,70,M,Houston,2024-01-26 19:19:54.012791,Silver
298,Customer_298,61,F,Houston,2024-12-22 19:19:54.012791,Gold
299,Customer_299,43,M,New York,2025-07-08 19:19:54.012791,Silver
300,Customer_300,49,F,Houston,2024-02-17 19:19:54.012791,Bronze
301,Customer_301,23,F,Phoenix,2024-05-29 19:19:54.012791,Bronze
302,Customer_302,49,F,Phoenix,2024-04-03 19:19:54.012791,Bronze
303,Customer_303,72,F,Los Angeles,2023-04-13 19:19:54.012791,Bronze
304,Customer_304,21,F,New York,2023-07-14 19:19:54.012791,Bronze
305,Customer_305,72,M,Phoenix,2023-09-28 19:19:54.012791,Bronze
306,Customer_306,28,M,Chicago,2025-08-08 19:19:54.012791,Silver
307,Customer_307,73,M,New York,2024-06-11 19:19:54.012791,Bronze
308,Customer_308,76,F,New York,2025-09-19 19:19:54.012791,Bronze
309,Customer_309,34,F,Phoenix,2023-09-25 19:19:54.012791,Bronze
310,Customer_310,55,F,Chicago,2023-10-27 19:19:54.012791,Bronze
311,Customer_311,41,F,Los Angeles,2023-03-22 19:19:54.012791,Silver
312,Customer_312,22,M,Phoenix,2023-12-14 19:19:54.012791,Gold
313,Customer_313,69,M,Chicago,2024-06-01 19:19:54.012791,Gold
314,Customer_314,51,F,New York,2025-01-25 19:19:54.012791,Gold
315,Customer_315,23,F,Chicago,2024-10-24 19:19:54.012791,Gold
316,Customer_316,39,F,New York,2024-02-06 19:19:54.012791,Bronze
317,Customer_317,28,M,Phoenix,2025-06-24 19:19:54.012791,Gold
318,Customer_318,65,M,Phoenix,2024-01-08 19:19:54.012791,Gold
319,Customer_319,33,M,Houston,2025-03-02 19:19:54.012791,Silver
320,Customer_320,50,F,Houston,2024-01-23 19:19:54.012791,Silver
321,Customer_321,26,F,Houston,2024-12-22 19:19:54.012791,Silver
322,Customer_322,77,M,Phoenix,2024-08-26 19:19:54.012791,Bronze
323,Customer_323,76,F,Los Angeles,2025-05-13 19:19:54.012791,Bronze
324,Customer_324,23,M,Phoenix,2023-07-24 19:19:54.012791,Bronze
325,Customer_325,33,F,Chicago,2023-12-20 19:19:54.012791,Silver
326,Customer_326,46,M,Phoenix,2023-02-16 19:19:54.012791,Gold
327,Customer_327,20,F,Phoenix,2024-03-29 19:19:54.012791,Silver
328,Customer_328,37,M,New York,2024-11-19 19:19:54.012791,Bronze
329,Customer_329,77,M,New York,2025-06-15 19:19:54.012791,Silver
330,Customer_330,76,M,New York,2023-03-14 19:19:54.012791,Gold
331,Customer_331,53,M,Phoenix,2023-08-24 19:19:54.012791,Bronze
332,Customer_332,36,M,Los Angeles,2024-10-03 19:19:54.012791,Gold
333,Customer_333,43,M,Chicago,2024-02-20 19:19:54.012791,Gold
334,Customer_334,20,F,Chicago,2023-11-18 19:19:54.012791,Bronze
335,Customer_335,36,F,Los Angeles,2024-02-01 19:19:54.012791,Gold
336,Customer_336,37,F,Los Angeles,2024-11-01 19:19:54.012791,Silver
337,Customer_337,49,M,Chicago,2024-06-22 19:19:54.012791,Gold
338,Customer_338,24,M,Houston,2024-02-22 19:19:54.012791,Gold
339,Customer_339,69,F,New York,2024-10-31 19:19:54.012791,Gold
340,Customer_340,58,M,New York,2024-04-05 19:19:54.012791,Silver
341,Customer_341,50,M,Chicago,2024-10-19 19:19:54.012791,Gold
342,Customer_342,57,M,Los Angeles,2025-08-11 19:19:54.012791,Gold
343,Customer_343,56,M,Houston,2023-09-10 19:19:54.012791,Silver
344,Customer_344,35,M,Chicago,2023-10-28 19:19:54.012791,Bronze
345,Customer_345,57,F,New York,2024-08-02 19:19:54.012791,Bronze
346,Customer_346,18,F,Phoenix,2023-03-31 19:19:54.012791,Bronze
347,Customer_347,28,F,Los Angeles,2024-12-15 19:19:54.012791,Gold
348,Customer_348,45,F,Phoenix,2024-06-01 19:19:54.012791,Bronze
349,Customer_349,74,F,Chicago,2024-07-04 19:19:54.012791,Silver
350,Customer_350,42,M,New York,2023-04-21 19:19:54.012791,Gold
351,Customer_351,67,M,Houston,2024-10-04 19:19:54.012791,Gold
352,Customer_352,40,M,Phoenix,2023-05-24 19:19:54.012791,Gold
353,Customer_353,48,M,Houston,2024-11-15 19:19:54.012791,Bronze
354,Customer_354,47,F,New York,2023-04-03 19:19:54.012791,Bronze
355,Customer_355,59,F,Phoenix,2025-01-21 19:19:54.012791,Bronze
356,Customer_356,52,F,Houston,2024-08-03 19:19:54.012791,Gold
357,Customer_357,24,M,Houston,2024-02-20 19:19:54.012791,Silver
358,Customer_358,77,F,Phoenix,2023-02-11 19:19:54.012791,Gold
359,Customer_359,33,M,New York,2024-05-18 19:19:54.012791,Silver
360,Customer_360,43,F,Houston,2025-01-18 19:19:54.012791,Gold
361,Customer_361,65,F,Chicago,2023-07-08 19:19:54.012791,Silver
362,Customer_362,74,M,Phoenix,2023-07-21 19:19:54.012791,Gold
363,Customer_363,69,M,Los Angeles,2025-05-21 19:19:54.012791,Gold
364,Customer_364,77,F,Los Angeles,2023-03-31 19:19:54.012791,Silver
365,Customer_365,66,F,New York,2024-02-23 19:19:54.012791,Silver
366,Customer_366,19,M,Chicago,2024-09-03 19:19:54.012791,Silver
367,Customer_367,18,F,Houston,2023-12-04 19:19:54.012791,Silver
368,Customer_368,65,F,Los Angeles,2024-07-03 19:19:54.012791,Silver
369,Customer_369,79,M,New York,2024-11-15 19:19:54.012791,Silver
370,Customer_370,29,F,Chicago,2025-04-23 19:19:54.012791,Silver
371,Customer_371,22,M,Chicago,2024-05-09 19:19:54.012791,Silver
372,Customer_372,54,F,New York,2023-11-19 19:19:54.012791,Gold
